Territorio;Año;Mes;Año_mes;Precio medio;Nombre del Producto;Indicador
El Hierro;2022;diciembre;2022-12;3.82;Coliflores;Precio medio en destino
El Hierro;2022;diciembre;2022-12;12.65;Fresas;Precio medio en destino
El Hierro;2022;diciembre;2022-12;4.68;Judías verdes;Precio medio en destino
El Hierro;2022;diciembre;2022-12;2.90;Lechugas;Precio medio en destino
El Hierro;2022;diciembre;2022-12;1.97;Limones;Precio medio en destino
El Hierro;2022;diciembre;2022-12;1.95;Mandarinas;Precio medio en destino
El Hierro;2022;diciembre;2022-12;4.32;Mangos;Precio medio en destino
El Hierro;2022;diciembre;2022-12;3.03;Melones;Precio medio en destino
El Hierro;2022;diciembre;2022-12;1.55;Naranjas;Precio medio en destino
El Hierro;2022;diciembre;2022-12;1.69;Papas;Precio medio en destino
El Hierro;2022;diciembre;2022-12;1.84;Papayas;Precio medio en destino
El Hierro;2022;diciembre;2022-12;1.89;Pepinos;Precio medio en destino
El Hierro;2022;diciembre;2022-12;2.72;Pimientos (Capsicum);Precio medio en destino
El Hierro;2022;diciembre;2022-12;6.15;Pinas de millo;Precio medio en destino
El Hierro;2022;diciembre;2022-12;3.05;Piñas tropicales;Precio medio en destino
El Hierro;2022;diciembre;2022-12;1.61;Plátanos;Precio medio en destino
El Hierro;2022;diciembre;2022-12;4.25;Puerros;Precio medio en destino
El Hierro;2022;diciembre;2022-12;2.22;Sandías;Precio medio en destino
El Hierro;2022;diciembre;2022-12;2.51;Tomates;Precio medio en destino
El Hierro;2022;diciembre;2022-12;2.53;Zanahorias;Precio medio en destino
El Hierro;2023;enero;2023-01;4.90;Aguacates;Precio medio en destino
El Hierro;2023;enero;2023-01;2.64;Batatas y boniatos;Precio medio en destino
El Hierro;2023;enero;2023-01;2.79;Berenjenas;Precio medio en destino
El Hierro;2023;enero;2023-01;6.31;Berros;Precio medio en destino
El Hierro;2023;enero;2023-01;4.98;Brócoli;Precio medio en destino
El Hierro;2023;enero;2023-01;2.29;Bubangos;Precio medio en destino
El Hierro;2023;enero;2023-01;3.23;Calabacines;Precio medio en destino
El Hierro;2023;enero;2023-01;1.85;Calabazas;Precio medio en destino
El Hierro;2023;enero;2023-01;2.05;Cebollas;Precio medio en destino
El Hierro;2023;enero;2023-01;2.24;Coles;Precio medio en destino
El Hierro;2023;enero;2023-01;3.64;Coliflores;Precio medio en destino
El Hierro;2023;enero;2023-01;7.12;Fresas;Precio medio en destino
El Hierro;2023;enero;2023-01;5.43;Judías verdes;Precio medio en destino
El Hierro;2023;enero;2023-01;3.58;Lechugas;Precio medio en destino
El Hierro;2023;enero;2023-01;2.06;Limones;Precio medio en destino
El Hierro;2023;enero;2023-01;2.33;Mandarinas;Precio medio en destino
El Hierro;2023;enero;2023-01;4.00;Mangos;Precio medio en destino
El Hierro;2023;enero;2023-01;3.35;Melones;Precio medio en destino
El Hierro;2023;enero;2023-01;1.70;Naranjas;Precio medio en destino
El Hierro;2023;enero;2023-01;1.96;Papas;Precio medio en destino
El Hierro;2023;enero;2023-01;1.98;Papayas;Precio medio en destino
El Hierro;2023;enero;2023-01;2.49;Pepinos;Precio medio en destino
El Hierro;2023;enero;2023-01;3.30;Pimientos (Capsicum);Precio medio en destino
El Hierro;2023;enero;2023-01;10.33;Pinas de millo;Precio medio en destino
El Hierro;2023;enero;2023-01;3.11;Piñas tropicales;Precio medio en destino
El Hierro;2023;enero;2023-01;1.56;Plátanos;Precio medio en destino
El Hierro;2023;enero;2023-01;4.05;Puerros;Precio medio en destino
El Hierro;2023;enero;2023-01;2.34;Sandías;Precio medio en destino
El Hierro;2023;enero;2023-01;2.44;Tomates;Precio medio en destino
El Hierro;2023;enero;2023-01;2.52;Zanahorias;Precio medio en destino
El Hierro;2023;febrero;2023-02;4.75;Aguacates;Precio medio en destino
El Hierro;2023;febrero;2023-02;2.58;Batatas y boniatos;Precio medio en destino
El Hierro;2023;febrero;2023-02;2.57;Berenjenas;Precio medio en destino
El Hierro;2023;febrero;2023-02;5.74;Berros;Precio medio en destino
El Hierro;2023;febrero;2023-02;5.60;Brócoli;Precio medio en destino
El Hierro;2023;febrero;2023-02;2.66;Bubangos;Precio medio en destino
El Hierro;2023;febrero;2023-02;3.49;Calabacines;Precio medio en destino
El Hierro;2023;febrero;2023-02;2.01;Calabazas;Precio medio en destino
El Hierro;2023;febrero;2023-02;2.17;Cebollas;Precio medio en destino
El Hierro;2023;febrero;2023-02;2.10;Coles;Precio medio en destino
El Hierro;2023;febrero;2023-02;4.11;Coliflores;Precio medio en destino
El Hierro;2023;febrero;2023-02;7.73;Fresas;Precio medio en destino
El Hierro;2023;febrero;2023-02;6.79;Judías verdes;Precio medio en destino
El Hierro;2023;febrero;2023-02;2.68;Lechugas;Precio medio en destino
El Hierro;2023;febrero;2023-02;2.01;Limones;Precio medio en destino
El Hierro;2023;febrero;2023-02;2.54;Mandarinas;Precio medio en destino
El Hierro;2023;febrero;2023-02;3.50;Mangos;Precio medio en destino
El Hierro;2023;febrero;2023-02;3.37;Melones;Precio medio en destino
El Hierro;2023;febrero;2023-02;1.34;Naranjas;Precio medio en destino
El Hierro;2023;febrero;2023-02;1.95;Papas;Precio medio en destino
El Hierro;2023;febrero;2023-02;2.26;Papayas;Precio medio en destino
El Hierro;2023;febrero;2023-02;2.85;Pepinos;Precio medio en destino
El Hierro;2023;febrero;2023-02;3.93;Pimientos (Capsicum);Precio medio en destino
El Hierro;2023;febrero;2023-02;10.27;Pinas de millo;Precio medio en destino
El Hierro;2023;febrero;2023-02;2.98;Piñas tropicales;Precio medio en destino
El Hierro;2023;febrero;2023-02;1.61;Plátanos;Precio medio en destino
El Hierro;2023;febrero;2023-02;4.05;Puerros;Precio medio en destino
El Hierro;2023;febrero;2023-02;3.50;Sandías;Precio medio en destino
El Hierro;2023;febrero;2023-02;3.17;Tomates;Precio medio en destino
El Hierro;2023;febrero;2023-02;2.38;Zanahorias;Precio medio en destino
El Hierro;2023;marzo;2023-03;5.73;Aguacates;Precio medio en destino
El Hierro;2023;marzo;2023-03;3.35;Batatas y boniatos;Precio medio en destino
El Hierro;2023;marzo;2023-03;2.48;Berenjenas;Precio medio en destino
El Hierro;2023;marzo;2023-03;3.76;Brócoli;Precio medio en destino
El Hierro;2023;marzo;2023-03;1.48;Calabacines;Precio medio en destino
El Hierro;2023;marzo;2023-03;2.33;Calabazas;Precio medio en destino
El Hierro;2023;marzo;2023-03;3.09;Cebollas;Precio medio en destino
El Hierro;2023;marzo;2023-03;2.12;Coles;Precio medio en destino
El Hierro;2023;marzo;2023-03;3.38;Coliflores;Precio medio en destino
El Hierro;2023;marzo;2023-03;4.91;Judías verdes;Precio medio en destino
El Hierro;2023;marzo;2023-03;2.31;Lechugas;Precio medio en destino
El Hierro;2023;marzo;2023-03;1.96;Limones;Precio medio en destino
El Hierro;2023;marzo;2023-03;2.19;Naranjas;Precio medio en destino
El Hierro;2023;marzo;2023-03;2.58;Papas;Precio medio en destino
El Hierro;2023;marzo;2023-03;2.45;Papayas;Precio medio en destino
El Hierro;2023;marzo;2023-03;2.57;Pepinos;Precio medio en destino
El Hierro;2023;marzo;2023-03;4.17;Pimientos (Capsicum);Precio medio en destino
El Hierro;2023;marzo;2023-03;4.80;Pinas de millo;Precio medio en destino
El Hierro;2023;marzo;2023-03;3.12;Piñas tropicales;Precio medio en destino
El Hierro;2023;marzo;2023-03;1.49;Plátanos;Precio medio en destino
El Hierro;2023;marzo;2023-03;3.77;Puerros;Precio medio en destino
El Hierro;2023;marzo;2023-03;2.72;Tomates;Precio medio en destino
El Hierro;2023;marzo;2023-03;3.03;Zanahorias;Precio medio en destino
El Hierro;2023;abril;2023-04;6.17;Aguacates;Precio medio en destino
El Hierro;2023;abril;2023-04;3.20;Batatas y boniatos;Precio medio en destino
El Hierro;2023;abril;2023-04;2.25;Berenjenas;Precio medio en destino
El Hierro;2023;abril;2023-04;3.50;Berros;Precio medio en destino
El Hierro;2023;abril;2023-04;3.86;Brócoli;Precio medio en destino
El Hierro;2023;abril;2023-04;1.96;Bubangos;Precio medio en destino
El Hierro;2023;abril;2023-04;1.51;Calabacines;Precio medio en destino
El Hierro;2023;abril;2023-04;2.50;Calabazas;Precio medio en destino
El Hierro;2023;abril;2023-04;2.48;Cebollas;Precio medio en destino
El Hierro;2023;abril;2023-04;2.01;Coles;Precio medio en destino
El Hierro;2023;abril;2023-04;3.39;Coliflores;Precio medio en destino
El Hierro;2023;abril;2023-04;6.17;Fresas;Precio medio en destino
El Hierro;2023;abril;2023-04;4.65;Judías verdes;Precio medio en destino
El Hierro;2023;abril;2023-04;2.03;Lechugas;Precio medio en destino
El Hierro;2023;abril;2023-04;1.94;Limones;Precio medio en destino
El Hierro;2023;abril;2023-04;2.49;Mandarinas;Precio medio en destino
El Hierro;2023;abril;2023-04;3.50;Mangos;Precio medio en destino
El Hierro;2023;abril;2023-04;3.70;Melones;Precio medio en destino
El Hierro;2023;abril;2023-04;1.80;Naranjas;Precio medio en destino
El Hierro;2023;abril;2023-04;1.87;Papas;Precio medio en destino
El Hierro;2023;abril;2023-04;2.13;Papayas;Precio medio en destino
El Hierro;2023;abril;2023-04;2.72;Pepinos;Precio medio en destino
El Hierro;2023;abril;2023-04;3.97;Pimientos (Capsicum);Precio medio en destino
El Hierro;2023;abril;2023-04;8.84;Pinas de millo;Precio medio en destino
El Hierro;2023;abril;2023-04;2.48;Piñas tropicales;Precio medio en destino
El Hierro;2023;abril;2023-04;1.42;Plátanos;Precio medio en destino
El Hierro;2023;abril;2023-04;3.56;Puerros;Precio medio en destino
El Hierro;2023;abril;2023-04;3.21;Sandías;Precio medio en destino
El Hierro;2023;abril;2023-04;3.12;Tomates;Precio medio en destino
El Hierro;2023;abril;2023-04;2.53;Zanahorias;Precio medio en destino
El Hierro;2023;mayo;2023-05;6.89;Aguacates;Precio medio en destino
El Hierro;2023;mayo;2023-05;3.33;Batatas y boniatos;Precio medio en destino
El Hierro;2023;mayo;2023-05;2.01;Berenjenas;Precio medio en destino
El Hierro;2023;mayo;2023-05;3.39;Berros;Precio medio en destino
El Hierro;2023;mayo;2023-05;4.50;Brócoli;Precio medio en destino
El Hierro;2023;mayo;2023-05;1.20;Bubangos;Precio medio en destino
El Hierro;2023;mayo;2023-05;1.66;Calabacines;Precio medio en destino
El Hierro;2023;mayo;2023-05;2.86;Calabazas;Precio medio en destino
El Hierro;2023;mayo;2023-05;2.37;Cebollas;Precio medio en destino
El Hierro;2023;mayo;2023-05;1.87;Coles;Precio medio en destino
El Hierro;2023;mayo;2023-05;3.38;Coliflores;Precio medio en destino
El Hierro;2023;mayo;2023-05;5.92;Fresas;Precio medio en destino
El Hierro;2023;mayo;2023-05;3.91;Judías verdes;Precio medio en destino
El Hierro;2023;mayo;2023-05;2.36;Lechugas;Precio medio en destino
El Hierro;2023;mayo;2023-05;1.93;Limones;Precio medio en destino
El Hierro;2023;mayo;2023-05;2.70;Mandarinas;Precio medio en destino
El Hierro;2023;mayo;2023-05;3.50;Mangos;Precio medio en destino
El Hierro;2023;mayo;2023-05;3.65;Melones;Precio medio en destino
El Hierro;2023;mayo;2023-05;1.90;Naranjas;Precio medio en destino
El Hierro;2023;mayo;2023-05;1.88;Papas;Precio medio en destino
El Hierro;2023;mayo;2023-05;1.85;Papayas;Precio medio en destino
El Hierro;2023;mayo;2023-05;1.73;Pepinos;Precio medio en destino
El Hierro;2023;mayo;2023-05;3.50;Pimientos (Capsicum);Precio medio en destino
El Hierro;2023;mayo;2023-05;7.44;Pinas de millo;Precio medio en destino
El Hierro;2023;mayo;2023-05;3.34;Piñas tropicales;Precio medio en destino
El Hierro;2023;mayo;2023-05;1.54;Plátanos;Precio medio en destino
El Hierro;2023;mayo;2023-05;2.60;Puerros;Precio medio en destino
El Hierro;2023;mayo;2023-05;2.47;Sandías;Precio medio en destino
El Hierro;2023;mayo;2023-05;2.71;Tomates;Precio medio en destino
El Hierro;2023;mayo;2023-05;2.89;Zanahorias;Precio medio en destino
El Hierro;2023;junio;2023-06;10.25;Aguacates;Precio medio en destino
El Hierro;2023;junio;2023-06;3.28;Batatas y boniatos;Precio medio en destino
El Hierro;2023;junio;2023-06;2.46;Berenjenas;Precio medio en destino
El Hierro;2023;junio;2023-06;4.50;Berros;Precio medio en destino
El Hierro;2023;junio;2023-06;3.74;Brócoli;Precio medio en destino
El Hierro;2023;junio;2023-06;2.10;Bubangos;Precio medio en destino
El Hierro;2023;junio;2023-06;2.54;Calabacines;Precio medio en destino
El Hierro;2023;junio;2023-06;2.57;Calabazas;Precio medio en destino
El Hierro;2023;junio;2023-06;2.46;Cebollas;Precio medio en destino
El Hierro;2023;junio;2023-06;2.09;Coles;Precio medio en destino
El Hierro;2023;junio;2023-06;2.90;Coliflores;Precio medio en destino
El Hierro;2023;junio;2023-06;7.85;Fresas;Precio medio en destino
El Hierro;2023;junio;2023-06;4.69;Judías verdes;Precio medio en destino
El Hierro;2023;junio;2023-06;2.35;Lechugas;Precio medio en destino
El Hierro;2023;junio;2023-06;1.93;Limones;Precio medio en destino
El Hierro;2023;junio;2023-06;4.40;Mandarinas;Precio medio en destino
El Hierro;2023;junio;2023-06;7.50;Mangos;Precio medio en destino
El Hierro;2023;junio;2023-06;3.52;Melones;Precio medio en destino
El Hierro;2023;junio;2023-06;1.98;Naranjas;Precio medio en destino
El Hierro;2023;junio;2023-06;1.84;Papas;Precio medio en destino
El Hierro;2023;junio;2023-06;2.87;Papayas;Precio medio en destino
El Hierro;2023;junio;2023-06;1.70;Pepinos;Precio medio en destino
El Hierro;2023;junio;2023-06;2.67;Pimientos (Capsicum);Precio medio en destino
El Hierro;2023;junio;2023-06;6.61;Pinas de millo;Precio medio en destino
El Hierro;2023;junio;2023-06;3.60;Piñas tropicales;Precio medio en destino
El Hierro;2023;junio;2023-06;1.50;Plátanos;Precio medio en destino
El Hierro;2023;junio;2023-06;2.42;Puerros;Precio medio en destino
El Hierro;2023;junio;2023-06;1.31;Sandías;Precio medio en destino
El Hierro;2023;junio;2023-06;2.40;Tomates;Precio medio en destino
El Hierro;2023;junio;2023-06;2.69;Zanahorias;Precio medio en destino
El Hierro;2023;julio;2023-07;11.42;Aguacates;Precio medio en destino
El Hierro;2023;julio;2023-07;3.29;Batatas y boniatos;Precio medio en destino
El Hierro;2023;julio;2023-07;1.95;Berenjenas;Precio medio en destino
El Hierro;2023;julio;2023-07;1.50;Berros;Precio medio en destino
El Hierro;2023;julio;2023-07;4.69;Brócoli;Precio medio en destino
El Hierro;2023;julio;2023-07;1.53;Calabacines;Precio medio en destino
El Hierro;2023;julio;2023-07;1.73;Calabazas;Precio medio en destino
El Hierro;2023;julio;2023-07;1.94;Cebollas;Precio medio en destino
El Hierro;2023;julio;2023-07;2.59;Coles;Precio medio en destino
El Hierro;2023;julio;2023-07;2.92;Coliflores;Precio medio en destino
El Hierro;2023;julio;2023-07;10.00;Fresas;Precio medio en destino
El Hierro;2023;julio;2023-07;5.48;Judías verdes;Precio medio en destino
El Hierro;2023;julio;2023-07;2.83;Lechugas;Precio medio en destino
El Hierro;2023;julio;2023-07;1.92;Limones;Precio medio en destino
El Hierro;2023;julio;2023-07;5.25;Mangos;Precio medio en destino
El Hierro;2023;julio;2023-07;2.23;Naranjas;Precio medio en destino
El Hierro;2023;julio;2023-07;1.93;Papas;Precio medio en destino
El Hierro;2023;julio;2023-07;2.39;Papayas;Precio medio en destino
El Hierro;2023;julio;2023-07;2.37;Pepinos;Precio medio en destino
El Hierro;2023;julio;2023-07;2.16;Pimientos (Capsicum);Precio medio en destino
El Hierro;2023;julio;2023-07;3.45;Pinas de millo;Precio medio en destino
El Hierro;2023;julio;2023-07;3.60;Piñas tropicales;Precio medio en destino
El Hierro;2023;julio;2023-07;1.63;Plátanos;Precio medio en destino
El Hierro;2023;julio;2023-07;2.85;Puerros;Precio medio en destino
El Hierro;2023;julio;2023-07;3.06;Sandías;Precio medio en destino
El Hierro;2023;julio;2023-07;1.90;Tomates;Precio medio en destino
El Hierro;2023;julio;2023-07;3.12;Zanahorias;Precio medio en destino
El Hierro;2023;agosto;2023-08;15.50;Aguacates;Precio medio en destino
El Hierro;2023;agosto;2023-08;2.86;Batatas y boniatos;Precio medio en destino
El Hierro;2023;agosto;2023-08;2.58;Berenjenas;Precio medio en destino
El Hierro;2023;agosto;2023-08;2.95;Brócoli;Precio medio en destino
El Hierro;2023;agosto;2023-08;2.80;Bubangos;Precio medio en destino
El Hierro;2023;agosto;2023-08;2.23;Calabacines;Precio medio en destino
El Hierro;2023;agosto;2023-08;2.25;Cebollas;Precio medio en destino
El Hierro;2023;agosto;2023-08;2.87;Coles;Precio medio en destino
El Hierro;2023;agosto;2023-08;4.95;Coliflores;Precio medio en destino
El Hierro;2023;agosto;2023-08;10.93;Fresas;Precio medio en destino
El Hierro;2023;agosto;2023-08;5.67;Judías verdes;Precio medio en destino
El Hierro;2023;agosto;2023-08;3.02;Lechugas;Precio medio en destino
El Hierro;2023;agosto;2023-08;2.11;Limones;Precio medio en destino
El Hierro;2023;agosto;2023-08;2.75;Mangos;Precio medio en destino
El Hierro;2023;agosto;2023-08;4.00;Melones;Precio medio en destino
El Hierro;2023;agosto;2023-08;2.12;Papas;Precio medio en destino
El Hierro;2023;agosto;2023-08;2.31;Papayas;Precio medio en destino
El Hierro;2023;agosto;2023-08;2.48;Pepinos;Precio medio en destino
El Hierro;2023;agosto;2023-08;3.41;Pimientos (Capsicum);Precio medio en destino
El Hierro;2023;agosto;2023-08;1.40;Pinas de millo;Precio medio en destino
El Hierro;2023;agosto;2023-08;3.29;Piñas tropicales;Precio medio en destino
El Hierro;2023;agosto;2023-08;1.38;Plátanos;Precio medio en destino
El Hierro;2023;agosto;2023-08;3.53;Puerros;Precio medio en destino
El Hierro;2023;agosto;2023-08;1.52;Sandías;Precio medio en destino
El Hierro;2023;agosto;2023-08;3.17;Tomates;Precio medio en destino
El Hierro;2023;agosto;2023-08;2.24;Zanahorias;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;7.02;Aguacates;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;2.44;Batatas y boniatos;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;1.83;Berenjenas;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;4.65;Berros;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;3.95;Brócoli;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;2.89;Calabacines;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;1.56;Calabazas;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;1.59;Cebollas;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;2.09;Coles;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;1.93;Coliflores;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;8.55;Fresas;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;6.72;Judías verdes;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;2.70;Lechugas;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;1.75;Limones;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;3.06;Mandarinas;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;4.19;Mangos;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;1.75;Melones;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;2.05;Naranjas;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;1.61;Papas;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;3.01;Papayas;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;1.89;Pepinos;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;1.84;Pimientos (Capsicum);Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;3.61;Pinas de millo;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;4.65;Piñas tropicales;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;1.78;Plátanos;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;2.16;Puerros;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;1.32;Sandías;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;1.69;Tomates;Precio medio en destino
Fuerteventura;2020;septiembre;2020-09;2.90;Zanahorias;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;5.85;Aguacates;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;2.22;Batatas y boniatos;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;2.15;Berenjenas;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;3.85;Berros;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;4.13;Brócoli;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;1.80;Bubangos;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;2.42;Calabacines;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;1.58;Calabazas;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;1.62;Cebollas;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;2.04;Coles;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;2.84;Coliflores;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;11.90;Fresas;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;6.04;Judías verdes;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;2.23;Lechugas;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;1.82;Limones;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;2.59;Mandarinas;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;4.65;Mangos;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;2.22;Naranjas;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;1.32;Papas;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;2.44;Papayas;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;1.79;Pepinos;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;2.02;Pimientos (Capsicum);Precio medio en destino
Fuerteventura;2020;octubre;2020-10;3.24;Pinas de millo;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;4.58;Piñas tropicales;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;1.95;Plátanos;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;2.18;Puerros;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;1.36;Sandías;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;1.64;Tomates;Precio medio en destino
Fuerteventura;2020;octubre;2020-10;2.61;Zanahorias;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;5.55;Aguacates;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;2.23;Batatas y boniatos;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;1.77;Berenjenas;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;3.54;Berros;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;3.71;Brócoli;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;2.79;Bubangos;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;2.45;Calabacines;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;1.48;Calabazas;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;1.40;Cebollas;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;1.91;Coles;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;3.06;Coliflores;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;11.20;Fresas;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;5.24;Judías verdes;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;2.95;Lechugas;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;1.82;Limones;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;2.55;Mandarinas;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;4.64;Mangos;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;1.60;Melones;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;1.64;Naranjas;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;1.53;Papas;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;2.27;Papayas;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;1.61;Pepinos;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;2.05;Pimientos (Capsicum);Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;4.01;Pinas de millo;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;4.29;Piñas tropicales;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;2.00;Plátanos;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;2.35;Puerros;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;1.35;Sandías;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;1.62;Tomates;Precio medio en destino
Fuerteventura;2020;noviembre;2020-11;2.71;Zanahorias;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;5.23;Aguacates;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;2.13;Batatas y boniatos;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;1.82;Berenjenas;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;2.93;Berros;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;3.79;Brócoli;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;1.99;Bubangos;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;2.42;Calabacines;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;1.55;Calabazas;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;1.54;Cebollas;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;1.92;Coles;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;2.60;Coliflores;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;9.70;Fresas;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;5.45;Judías verdes;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;2.78;Lechugas;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;1.91;Limones;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;1.99;Mandarinas;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;6.34;Mangos;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;2.22;Melones;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;1.64;Naranjas;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;1.78;Papas;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;2.23;Papayas;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;1.70;Pepinos;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;2.17;Pimientos (Capsicum);Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;5.02;Pinas de millo;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;4.54;Piñas tropicales;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;1.88;Plátanos;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;2.35;Puerros;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;1.38;Sandías;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;1.48;Tomates;Precio medio en destino
Fuerteventura;2020;diciembre;2020-12;1.92;Zanahorias;Precio medio en destino
Fuerteventura;2021;enero;2021-01;5.06;Aguacates;Precio medio en destino
Fuerteventura;2021;enero;2021-01;2.23;Batatas y boniatos;Precio medio en destino
Fuerteventura;2021;enero;2021-01;1.77;Berenjenas;Precio medio en destino
Fuerteventura;2021;enero;2021-01;4.14;Berros;Precio medio en destino
Fuerteventura;2021;enero;2021-01;4.18;Brócoli;Precio medio en destino
